0,86.283207,86.283207,86.283207,1320992887.651252,1320992887.651255,1320992887.737538,1320992887.737687,1,
0,85.760117,85.760117,85.760117,1320992887.651252,1320992887.737707,1320992887.823467,1320992887.823478,1,
1,86.966991,85.910976,86.438984,1320992887.651252,1320992887.823491,1320992887.910458,1320992887.910469,2,
1,85.841179,85.902251,86.328793,1320992887.651252,1320992887.910482,1320992887.996323,1320992887.996334,2,
2,108.854055,88.771227,99.132548,1320992887.651252,1320992887.996347,1320992888.105201,1320992888.105212,3,
2,85.924864,88.415431,97.431706,1320992887.651252,1320992888.105225,1320992888.191150,1320992888.191161,3,
3,85.891008,88.099879,95.966519,1320992887.651252,1320992888.191174,1320992888.277065,1320992888.277086,3,
4,89.867830,88.320873,94.994332,1320992887.651252,1320992888.277100,1320992888.366968,1320992888.366985,3,
5,84.949017,87.899391,94.379672,1320992887.651252,1320992888.366999,1320992888.451948,1320992888.451963,3,
6,85.834026,87.641220,93.405028,1320992887.651252,1320992888.451977,1320992888.537811,1320992888.537821,3,
7,84.865093,87.294204,92.831616,1320992887.651252,1320992888.537835,1320992888.622700,1320992888.622710,3,
8,91.887951,87.868423,94.031245,1320992887.651252,1320992888.622724,1320992888.714612,1320992888.714623,3,
9,112.885952,90.995614,106.562900,1320992887.651252,1320992888.714636,1320992888.827522,1320992888.827542,4,
9,89.875221,90.855565,103.021201,1320992887.651252,1320992888.827556,1320992888.917431,1320992888.917442,4,
10,106.927156,92.864514,109.020062,1320992887.651252,1320992888.917472,1320992889.024399,1320992889.024410,5,
10,85.826159,91.984719,107.180661,1320992887.651252,1320992889.024423,1320992889.110249,1320992889.110260,5,
11,84.844112,91.092143,105.613115,1320992887.651252,1320992889.110273,1320992889.195117,1320992889.195127,5,
12,84.910870,90.319484,103.914520,1320992887.651252,1320992889.195141,1320992889.280052,1320992889.280065,5,
13,108.870029,92.638302,110.950443,1320992887.651252,1320992889.280078,1320992889.388948,1320992889.388959,6,
13,94.905853,92.921746,107.647905,1320992887.651252,1320992889.388972,1320992889.483878,1320992889.483899,6,
14,106.832027,94.660531,111.790899,1320992887.651252,1320992889.483912,1320992889.590744,1320992889.590756,6,
15,84.915876,93.442449,110.553512,1320992887.651252,1320992889.590770,1320992889.675686,1320992889.675699,6,
16,86.906910,92.625507,108.318102,1320992887.651252,1320992889.675712,1320992889.762619,1320992889.762629,6,
17,93.867064,92.780702,105.093329,1320992887.651252,1320992889.762642,1320992889.856509,1320992889.856519,6,
18,84.956884,91.802724,104.460115,1320992887.651252,1320992889.856532,1320992889.941489,1320992889.941499,6,
19,84.899902,90.939872,103.452899,1320992887.651252,1320992889.941512,1320992890.026412,1320992890.026432,6,
20,85.854053,90.304144,101.913961,1320992887.651252,1320992890.026445,1320992890.112299,1320992890.112313,6,
21,84.856987,89.623250,100.713743,1320992887.651252,1320992890.112327,1320992890.197184,1320992890.197195,6,
22,84.903955,89.033338,99.415899,1320992887.651252,1320992890.197208,1320992890.282112,1320992890.282125,6,
23,85.886955,88.640040,97.803504,1320992887.651252,1320992890.282139,1320992890.368026,1320992890.368040,6,
24,90.868950,88.918654,96.766399,1320992887.651252,1320992890.368053,1320992890.458922,1320992890.458938,6,
25,85.886955,88.539692,95.751869,1320992887.651252,1320992890.458952,1320992890.544839,1320992890.544849,6,
26,89.900970,88.709851,94.714544,1320992887.651252,1320992890.544863,1320992890.634764,1320992890.634784,6,
27,85.881948,88.356364,94.097090,1320992887.651252,1320992890.634798,1320992890.720680,1320992890.720691,6,
28,95.910072,89.300577,96.910870,1320992887.651252,1320992890.720705,1320992890.816615,1320992890.816625,7,
28,84.857941,88.745248,96.396621,1320992887.651252,1320992890.816639,1320992890.901497,1320992890.901508,7,
29,96.868992,89.760716,99.053384,1320992887.651252,1320992890.901521,1320992890.998390,1320992890.998401,8,
29,86.920023,89.405629,97.617933,1320992887.651252,1320992890.998414,1320992891.085334,1320992891.085344,8,
30,89.819908,89.457414,95.797889,1320992887.651252,1320992891.085411,1320992891.175231,1320992891.175242,8,
31,106.916904,91.639850,104.033734,1320992887.651252,1320992891.175256,1320992891.282173,1320992891.282193,9,
