0,0.896931,0.896931,1.793861,1320932061.414478,1320932061.414480,1320932061.415377,1320932061.415483,1
0,0.848055,0.848055,1.696110,1320932061.414478,1320932061.415500,1320932061.416348,1320932061.416355,1
1,0.908136,0.855565,1.711130,1320932061.414478,1320932061.416365,1320932061.417273,1320932061.417279,1
2,0.727892,0.839606,1.679212,1320932061.414478,1320932061.417289,1320932061.418017,1320932061.418023,1
3,0.883818,0.845132,1.690265,1320932061.414478,1320932061.418034,1320932061.418918,1320932061.418924,1
4,0.967979,0.860488,1.720977,1320932061.414478,1320932061.418934,1320932061.419902,1320932061.419908,1
5,0.972986,0.874551,1.749101,1320932061.414478,1320932061.419918,1320932061.420891,1320932061.420897,1
6,0.974894,0.887093,1.774187,1320932061.414478,1320932061.420907,1320932061.421882,1320932061.421887,1
7,0.710011,0.864958,1.729916,1320932061.414478,1320932061.421898,1320932061.422608,1320932061.422613,1
8,0.678062,0.841596,1.683192,1320932061.414478,1320932061.422623,1320932061.423301,1320932061.423307,1
9,0.679970,0.821393,1.642786,1320932061.414478,1320932061.423317,1320932061.423997,1320932061.424003,1
10,0.691175,0.805116,1.610231,1320932061.414478,1320932061.424013,1320932061.424704,1320932061.424709,1
11,0.674009,0.788727,1.577455,1320932061.414478,1320932061.424719,1320932061.425393,1320932061.425398,1
12,0.696182,0.777159,1.554318,1320932061.414478,1320932061.425408,1320932061.426104,1320932061.426109,1
13,0.690937,0.766381,1.532763,1320932061.414478,1320932061.426120,1320932061.426811,1320932061.426817,1
14,0.687122,0.756474,1.512948,1320932061.414478,1320932061.426827,1320932061.427514,1320932061.427519,1
15,0.685930,0.747656,1.495312,1320932061.414478,1320932061.427529,1320932061.428215,1320932061.428220,1
16,0.676870,0.738808,1.477616,1320932061.414478,1320932061.428230,1320932061.428907,1320932061.428912,1
17,0.685215,0.732109,1.464218,1320932061.414478,1320932061.428923,1320932061.429608,1320932061.429614,1
18,0.682831,0.725949,1.451898,1320932061.414478,1320932061.429624,1320932061.430307,1320932061.430313,1
19,0.683069,0.720589,1.441178,1320932061.414478,1320932061.430323,1320932061.431006,1320932061.431012,1
20,0.694036,0.717270,1.434540,1320932061.414478,1320932061.431022,1320932061.431716,1320932061.431721,1
21,0.677109,0.712250,1.424500,1320932061.414478,1320932061.431732,1320932061.432409,1320932061.432415,1
22,0.676870,0.707827,1.415655,1320932061.414478,1320932061.432425,1320932061.433102,1320932061.433108,1
23,0.679970,0.704345,1.408690,1320932061.414478,1320932061.433118,1320932061.433798,1320932061.433804,1
24,0.696898,0.703414,1.406828,1320932061.414478,1320932061.433814,1320932061.434511,1320932061.434516,1
25,0.688076,0.701497,1.402994,1320932061.414478,1320932061.434527,1320932061.435215,1320932061.435220,1
26,0.691891,0.700296,1.400592,1320932061.414478,1320932061.435230,1320932061.435922,1320932061.435928,1
27,0.689030,0.698888,1.397776,1320932061.414478,1320932061.435938,1320932061.436627,1320932061.436633,1
28,0.676155,0.696046,1.392093,1320932061.414478,1320932061.436643,1320932061.437319,1320932061.437325,1
29,0.699997,0.696540,1.393080,1320932061.414478,1320932061.437335,1320932061.438035,1320932061.438040,1
30,0.833988,0.713721,1.427442,1320932061.414478,1320932061.438051,1320932061.438885,1320932061.438890,1
31,0.673056,0.708638,1.417276,1320932061.414478,1320932061.438901,1320932061.439574,1320932061.439580,1
32,0.683069,0.705442,1.410884,1320932061.414478,1320932061.439590,1320932061.440273,1320932061.440279,1
33,0.686884,0.703122,1.406244,1320932061.414478,1320932061.440289,1320932061.440976,1320932061.440982,1
34,0.684977,0.700854,1.401708,1320932061.414478,1320932061.440992,1320932061.441677,1320932061.441683,1
35,0.687838,0.699227,1.398454,1320932061.414478,1320932061.441693,1320932061.442381,1320932061.442386,1
36,0.684977,0.697446,1.394891,1320932061.414478,1320932061.442396,1320932061.443081,1320932061.443087,1
37,0.679970,0.695261,1.390522,1320932061.414478,1320932061.443097,1320932061.443777,1320932061.443783,1
38,0.666857,0.691711,1.383421,1320932061.414478,1320932061.443793,1320932061.444460,1320932061.444466,1
39,0.702858,0.693104,1.386208,1320932061.414478,1320932061.444524,1320932061.445227,1320932061.445233,1
40,0.694990,0.693340,1.386680,1320932061.414478,1320932061.445244,1320932061.445939,1320932061.445944,1
41,0.678062,0.691430,1.382860,1320932061.414478,1320932061.445955,1320932061.446633,1320932061.446639,1
42,0.677824,0.689729,1.379459,1320932061.414478,1320932061.446649,1320932061.447327,1320932061.447332,1
43,2.629042,0.932143,1.864287,1320932061.414478,1320932061.447342,1320932061.449971,1320932061.449976,2
43,0.692129,0.902142,1.804283,1320932061.414478,1320932061.449986,1320932061.450678,1320932061.450683,2
44,0.681162,0.874519,1.749038,1320932061.414478,1320932061.450693,1320932061.451374,1320932061.451379,2
45,0.679016,0.850081,1.700163,1320932061.414478,1320932061.451389,1320932061.452068,1320932061.452074,2
46,0.675917,0.828311,1.656621,1320932061.414478,1320932061.452084,1320932061.452760,1320932061.452765,2
47,0.673056,0.808904,1.617808,1320932061.414478,1320932061.452775,1320932061.453448,1320932061.453453,2
48,0.691891,0.794277,1.588554,1320932061.414478,1320932061.453463,1320932061.454155,1320932061.454161,2
49,0.673056,0.779124,1.558249,1320932061.414478,1320932061.454171,1320932061.454844,1320932061.454853,2
50,0.683069,0.767118,1.534235,1320932061.414478,1320932061.454875,1320932061.455558,1320932061.455564,2
51,0.673056,0.755360,1.510720,1320932061.414478,1320932061.455575,1320932061.456248,1320932061.456254,2
