1000,9184
2000,14807
3000,19487
4000,23806
5000,28045
6000,33102
7000,38060
8000,42141
9000,46149
10000,50272
11000,54307
12000,58048
13000,61916
14000,65725
15000,69551
16000,73494
17000,73494
18000,73494
19000,73494
