1000,8932
2000,15402
3000,20739
4000,25617
5000,30749
6000,35667
7000,40351
8000,44748
9000,49029
10000,53102
11000,56718
12000,60449
13000,64320
14000,68052
15000,71552
16000,75031
17000,78685
18000,82199
19000,85580
